,title,text
30,Bing CENSORS Images of “Tank Man” on 32nd Anniversary of Tiananmen Square Massacre,"Photos of the Tiananmen Square protest’s Tank Man were censored by Microsoft-owned search engine Bing on the 32nd anniversary of the event. On Friday, social media users noticed Bing’s image search function yielded zero results for the iconic image of the lone man who confronted a line of tanks as the full force of the Chinese military was used to quell student protests. Microsoft's Bing appears to be censoring image searches for the 1989 Tiananmen Square massacre. A search for ""tank man"" yields zero results in the images. Regular searches do pull up the Wikipedia page and related stories, however. pic.twitter.com/TLdwjrkZXw— Ian Miles Cheong (@stillgray) June 4, 2021 Results were similar on Yahoo! and DuckDuckGo search engines, both of which are said to rely on Bing. In a statement to Vice, a Microsoft rep claimed the issue was due to an “accidental human error,” however the issue has not yet been rectified as of writing. Reuters notes the same results were replicated outside the US. “Queries in Germany, Singapore and other countries also provided no results. China is known to require search engines operating in its jurisdiction to censor results, but those restrictions are rarely applied elsewhere,” Reuters reported Friday. On the other hand, Tank man image search results were available on Google. In contrast, here's Google. pic.twitter.com/0tdC8DAzya— Ian Miles Cheong (@stillgray) June 4, 2021 News of the missing images comes on the 32nd anniversary of the Tiananmen Square massacre that took place on June 4, 1989, where the Chinese military is believed to have killed over 10,000 civilians during violent crackdowns on student-led protests. Check out Infowars’ Tank Man t-shirt at the Infowars Store! Follow the author on Gab: https://gab.ai/adansalazar Minds: https://www.minds.com/adan_infowars Twitter: Follow @AdanSalazarWins Parler: https://parler.com/profile/adansalazar/ Facebook: https://www.facebook.com/adan.salazar.735 China Buys Hollywood and Threatens War with US if Wuhan Lab Investigated"
31,Trump Warns Zuckerberg:  “Next Time I’m In The White House” It Will Be All Business,"A new message put out by Donald Trump on Friday hinted towards another run for the presidency, telling Facebook CEO Mark Zuckerberg the next time they meet will not be as friendly as the last time. Hours after Facebook announced a two-year ban of Trump’s account, he released a message aimed at Zuck. “Next time I’m in the White House there will be no more dinners, at his request, with Mark Zuckerberg and his wife. It will be all business!” Trump stated. Have been hesitant to tweet many statements since he left office, but making an exception for this one following his two-year suspension:""Next time I’m in the White House there will be no more dinners, at his request, with Mark Zuckerberg and his wife. It will be all business!"" pic.twitter.com/g9InqMuvFJ— Kaitlan Collins (@kaitlancollins) June 4, 2021 The message comes just days after New York Times writer Maggie Haberman claimed Donald Trump has been telling people close to him that he expects to get reinstated as president by August. Trump has been telling a number of people he’s in contact with that he expects he will get reinstated by August (no that isn’t how it works but simply sharing the information). https://t.co/kaXSXKnpF0— Maggie Haberman (@maggieNYT) June 1, 2021 Nobody has confirmed Haberman’s claims so far, but former Trump attorney Jenna Ellis responded by writing, “No, President Trump is not going to be ‘reinstated.'” The best thing we can do as constitutionalists moving forward is to ensure this utter disregard for states’ election laws never happens again.That’s why election integrity is the number one issue facing America today.— Jenna Ellis (@JennaEllisEsq) May 30, 2021"
32,VIDEO: COVID VAX Pushers Attacked By Indian Villagers,
33,Jack Dorsey Confronted By Laura Loomer,Conservative activist Laura Loomer called out Twitter CEO Jack Dorsey in person on Friday after the social media site took away her ability to protest online by deleting her account. See Loomer’s interview with Alex Jones following the encounter.
34,"Uber Driver, Father of Three Executed by Carjackers in Chicago Suburb",Read it at Newswars.com
35,"Migrants Crossing English Channel in Designer Clothes, Posting TikTok Videos",Read it at Infowars Europe
36,Millennials Getting Too Old to Build Wealth,"In “almost every way measurable,” millennials are getting too old to build wealth, according to a new Bloomberg report. The oldest millennials – now around 40 – are financially worse off than previous generations and they’re only 80% as wealthy as their parents were at the same age. This demographic has been hit by two major recessions during what are traditionally peak saving and investing years. “They were 27-years-old when Lehman Bros. went bankrupt, and the Great Recession dug in when they should have been establishing themselves in the workforce,” writes Bloomberg’s Olivia Rockeman and Catarina Saraiva. William Gale, a senior fellow in the Economic Studies Program at the Brookings Institution adds: “The Great Recession knocked everyone for a loop. It caused unemployment. It caused slow wage growth. It made it harder to accumulate wealth.” Then, at a time when people typically move into higher-paying managerial roles, the nation’s economy was shutdown due to the “pandemic.” “In 2020, the U.S. economy contracted 3.5%; When the oldest Baby Boomers turned 40 in 1986, the U.S. economy expanded at a 3.5% rate.” Now, Americans are concerned about the diminishing value of the U.S. dollar more than ever before. Economist Peter Schiff of SchiffGold.com writes: According to Google Trends, searches for the word “inflation” hit the highest level since 2004 between May 9 and May 15. That’s as far back as the data goes. Google charts trends numerically and during that time period interest in “inflation” went all the way up to 100.“If you look all the way from 2004 until the end of 2020, pretty much all the searches were pretty consistent at about 50. And now, in the beginning of 2021, is where we shot up from 50 all the way up to 100. So, something changed in 2021 that resulted in all these people all over the United States deciding independently that they were going to search inflation.” Despite all this, one financial planner believes that millenialls can still “catch up.” “Bottom line: Are millennials behind? Yes. Can you catch up? Yes,” says Juan G. HernandezAriano of WealthCreate, a financial advising firm in Texas. “How? First and foremost, defining your goals.” “Once you define your goals: build a budget, improve that budget, diversity not only from an investment perspective but an income perspective.” Alex Jones breaks down critical intel regarding Covid-19 and the infamous Wuhan lab."
37,Pence Emerges: Trump and I May Never “See Eye to Eye” on Events of January 6,"Former Vice President Mike Pence says he and President Donald Trump still disagree on the events of Jan. 6, when the president urged Pence to reject electoral votes. Emerging from obscurity at an annual Republican dinner in New Hampshire Thursday, Pence touched on the January 6 Capitol fracas and his current relationship with Donald Trump. “Jan. 6 is a dark day in the history of the United States Capitol. But thanks to the swift action of the Capitol Police and federal law enforcement, violence was quelled,” Pence said. “You know, President Trump and I have spoken many times since we left office. And I don’t know if we’ll ever see eye to eye on that day. But I will always be proud of what we accomplished for the American people over the last four years.” Elsewhere in his speech to the Hillsborough County Lincoln-Reagan Dinner, Pence slammed the Biden-Harris administration’s agenda which he said was dismantling all the advancements made by the Trump administration. “We made history. We made a difference. We made America greater than ever before,” Pence said describing his and Trump’s reign after being introduced by New Hampshire Gov. Chris Sununu (R). “But how times have changed. You know the governor said he didn’t come here to bash the current administration. Well I did.” Declaring “enough is enough,” Pence outlined how “the Biden administration and Democrats in Washington have been pushing open borders, higher taxes, runaway spending, more government, defunding the police, abandoning the right to life, censoring free speech, [and] canceling our most cherished liberties.” “In 2020, you remember Joe Biden was campaigning as a moderate when he campaigned, but he’s literally governed as the most liberal president since FDR,” Pence stated. “So buckle up. I mean 134 days, and the Biden-Harris administration has launched an avalanche of big government liberal policies, the likes of which I’ve never even imagined I’d see in our lifetime, and all of it designed to derail the progress that we made over the last four years.” Watch Pence’s full speech below: Exclusive: Mike Pence Threatened Trump With 25th Amendment Removal If He Didn’t Concede Fraudulent Election"
38,Front-row view reveals exceptional cosmic explosion,"Scientists have gained the best view yet of the brightest explosions in the universe: A specialized observatory in Namibia has recorded the most energetic radiation and longest gamma-ray afterglow of a so-called gamma-ray burst (GRB) to date. The observations with the High Energy Stereoscopic System (H.E.S.S.) challenge the established idea of how gamma-rays are produced in these colossal stellar explosions which are the birth cries of black holes, as the international team reports in the journal Science. “Gamma-ray bursts are bright X-ray and gamma-ray flashes observed in the sky, emitted by distant extragalactic sources,” explains DESY scientist Sylvia Zhu, one of the authors of the paper. “They are the biggest explosions in the universe and associated with the collapse of a rapidly rotating massive star to a black hole. A fraction of the liberated gravitational energy feeds the production of an ultrarelativistic blast wave. Their emission is divided into two distinct phases: an initial chaotic prompt phase lasting tens of seconds, followed by a long-lasting, smoothly fading afterglow phase.” On 29 August 2019 the satellites Fermi and Swift detected a gamma-ray burst in the constellation of Eridanus. The event, cataloged as GRB 190829A according to its date of occurrence, turned out to be one of the nearest gamma-ray bursts observed so far, with a distance of about one billion lightyears. For comparison: The typical gamma-ray burst is about 20 billion lightyears away. “We were really sitting in the front row when this gamma-ray burst happened,” explains co-author Andrew Taylor from DESY. The team caught the explosion’s afterglow immediately when it became visible to the H.E.S.S. telescopes. “We could observe the afterglow for several days and to unprecedented gamma-ray energies,” reports Taylor. The comparatively short distance to this gamma-ray burst allowed detailed measurements of the afterglow’s spectrum, which is the distribution of “colors,” or photon energies, of the radiation in the very-high energy range. “We could determine GRB 190829A’s spectrum up to an energy of 3.3 tera-electronvolts, that’s about a trillion times as energetic as the photons of visible light,” explains co-author Edna Ruiz-Velasco from the Max Planck Institute for Nuclear Physics in Heidelberg. “This is what’s so exceptional about this gamma-ray burst—it happened in our cosmic backyard where the very-high-energy photons were not absorbed in collisions with background light on their way to Earth, as it happens over larger distances in the cosmos.” The team could follow the afterglow up to three days after the initial explosion. The result came as a surprise: “Our observations revealed curious similarities between the X-ray and very-high energy gamma-ray emission of the burst’s afterglow,” reports Zhu. Established theories assume that the two emission components must be produced by separate mechanisms: the X-ray component originates from ultra-fast electrons that are deflected in the strong magnetic fields of the burst’s surroundings. This “synchrotron” process is quite similar to how particle accelerators on Earth produce bright X-rays for scientific investigations. However, according to existing theories it seemed very unlikely that even the most powerful explosions in the universe could accelerate electrons enough to directly produce the observed very-high-energy gamma rays. This is due to a “burn-off limit,” which is determined by the balance of acceleration and cooling of particles within an accelerator. Producing very-high energy gamma-rays requires electrons with energies well beyond the burn-off limit. Instead, current theories assume that in a gamma-ray burst, fast electrons collide with synchrotron photons and thereby boost them to gamma-ray energies in a process dubbed synchrotron self-Compton. But the observations of GRB 190829A’s afterglow now show that both components, X-ray and gamma ray, faded in sync. Also, the gamma-ray spectrum clearly matched an extrapolation of the X-ray spectrum. Together, these results are a strong indication that X-rays and very-high-energy gamma rays in this afterglow were produced by the same mechanism. “It is rather unexpected to observe such remarkably similar spectral and temporal characteristics in the X-ray and very-high energy gamma-ray energy bands, if the emission in these two energy ranges had different origins,” says co-author Dmitry Khangulyan from Rikkyo University in Tokyo. This poses a challenge for the synchrotron self-Compton origin of the very-high energy gamma-ray emission. The far-reaching implication of this possibility highlights the need for further studies of very-high energy GRB afterglow emission. GRB 190829A is only the fourth gamma-ray burst detected from the ground. However, the earlier detected explosions occurred much farther away in the cosmos and their afterglow could only be observed for a few hours each and not to energies above 1 tera-electronvolts (TeV). “Looking to the future, the prospects for the detection of gamma-ray bursts by next-generation instruments like the Cherenkov Telescope Array that is currently being built in the Chilean Andes and on the Canary Island of La Palma look promising,” says H.E.S.S. spokesperson Stefan Wagner from Landessternwarte Heidelberg. “The general abundance of gamma-ray bursts leads us to expect that regular detections in the very-high energy band will become rather common, helping us to fully understand their physics.”"
39,Trump Responds After Facebook Confirms At Least Two-Year Ban,"President Donald Trump criticized Facebook after a company official revealed they’ll keep him blocked on their platform for at least two years. “Facebook’s ruling is an insult to the record-setting 75M people, plus many others, who voted for us in the 2020 Rigged Presidential Election,” the president wrote in a statement on Friday. “They shouldn’t be allowed to get away with this censoring and silencing, and ultimately, we will win. Our Country can’t take this abuse anymore!” On Friday, Facebook vice president of global affairs Nick Clegg told Politico the president’s account would be suspended for two years after the company claimed he incited violence on Jan. 6. “We are suspending his accounts for two years, effective from the date of the initial suspension on January 7 this year,” Clegg told Politico. “Given the gravity of the circumstances that led to Mr. Trump’s suspension, we believe his actions constituted a severe violation of our rules which merit the highest penalty available under the new enforcement protocols,” he added. Fortunately, there’s a major silver lining in that timetable for Trump, according to Politico. The social media giant said after that period it would evaluate whether “the risk to public safety has receded,” and then make a call on his possible reinstatement. Facebook said that when the suspension is “eventually” lifted, Trump could face a new set of sanctions if he breaks the social network’s rules again, ranging from one month to a potential permanent ban depending on severity of offense.The timetable means Trump could return to the platform ahead of a potential 2024 presidential run, a prospect he has teased he’s considering. New Film ‘DEEP RIG’ Proves The 2020 Election Was Stolen"
40,Loomered! Jack Dorsey Confronted At Bitcoin Event: “Censorship Is A Human Rights Violation”,"Conservative activist Laura Loomer confronted Twitter CEO Jack Dorsey at the Bitcoin 2021 conference on Friday, shouting, “Censorship is a human rights violation!” Loomer is live on The Alex Jones Show now to discuss the encounter! “You are censoring people, you are interfering in elections,” Loomer yelled during the event. JUST IN – Twitter's CEO Jack Dorsey heckled over censorship during an #Bitcoin event.pic.twitter.com/DmebShinG0— Disclose.tv 🚨 (@disclosetv) June 4, 2021 As Loomer protested, someone in the crowd sarcastically yelled, “Deplatform her!” Laura Loomer interrupted a Jack Dorsey event over Twitter’s political censorshipA man in the crowd shouted “deplatorm her!” as she was removed pic.twitter.com/jsl9JwjHcP— Jewish Deplorable (@TrumpJew2) June 4, 2021 Ironically, Loomer is forced to get her opinions into the public sphere by engaging in public stunts like this because she has been banned by most major social media outlets, including Twitter. This isn’t her first time protesting Twitter in-person either, as Loomer interrupted a House hearing where Jack Dorsey was testifying, saying, “You are censoring conservatives.” “I am asking you, President Donald Trump, help us,” Loomer continued. “Please help us, Mr. President, before it is too late, because Jack Dorsey is trying to influence the election, to sway the election to the Democrats and steal the election. That is why he’s censoring and shadow banning conservatives. You are a liar, Jack Dorsey. You are a liar.” Far-right activist Laura Loomer just interrupted the House hearing and started shouting that @jack is a liar. Note how Rep. Long responded pic.twitter.com/XurpPXdP4K— Oliver Darcy (@oliverdarcy) September 5, 2018 She also handcuffed herself to the front door of the social media giant’s NYC headquarters in November of 2018."
41,"NATO Chief Says Org Does NOT See China as Adversary, Will Include Beijing in New Strategy","NATO does not consider China to be an adversary but will include the country in its New Strategic Concept for the first time ever, Secretary General Jens Stoltenberg said on Friday. “China is asserting itself on the global stage. NATO does not see China as an adversary. There are opportunities to engage with Beijing [on] issues like trade, climate change, and arms control”, Stoltenberg said during a virtual event organised by the Brookings Institution. “In the existing strategic concept of NATO, we don’t mention China with one single word. I can guarantee one thing that in the New Strategic Concept, China will be mentioned”. Stoltenberg noted that the future communique during the upcoming NATO summit on 14 June will contain “much more language” on China than ever before, including specific decisions that will address Beijing’s technological advances and ways to protect NATO member states’ key infrastructure against possible cyber threats. In addition, Stoltenberg said NATO recognises the shift in the global balance of power as a result of the rise of China that has caused a number of security issues, including the fact the alliance has become more important to the United States. Alex Jones breaks down critical intel regarding Covid-19 and the infamous Wuhan lab."
42,"NIH Head Admits Chinese Involvement in Lab-Leak, Texas Towns Overwhelmed By Migrants & George Floyd Square Gets Lit AF","This Friday edition of the Daily Dispatch with Harrison Smith provides insight into the Fauci emails, illegal immigration, George Floyd square and more."
43,The Economics of the Extended Family: From Risk Management to Human Capital,"When we think of analyzing economic organizations, we generally think of firms and corporations. But there is another organization that is just as critical to economic development: the extended family. Indeed, the advantages offered by this institution are numerous and include risk sharing, mutual aid, human capital building, social capital building, and resource complementarity and coordination. Risk Sharing and Mutual Aid One of the most important roles of the extended family is to act as a risk-sharing organization. Life is unpredictable. In a nuclear family separated from the extended family, the parents only have one another to rely upon. A single accident, sudden illness, job loss, etc. reduces half of the productive capacity of this unit and can spell disaster for both spouses and their dependent children. This is where grandparents, uncles, aunts, and even family friends and close neighbors serve a crucial societal function. The members of this large group can chip in when things are going well for them to help their family members who are going through hard times. And those who contribute know that if one day it’s their turn to go through a rough patch, the rest of the extended family, with its large collective pool of resources, will be there to get them through it, too. This works like and is a supplement to insurance purchased on the market, except that in the extended family there’s an affectionate thumb on the actuary’s scale. Moving from a small group like the nuclear family to a larger group like the extended family protects against risk, because while it only takes one misfortune for half of a nuclear family to be debilitated, it would be an unlikely coincidence for half of a thirty-person extended family to simultaneously be stricken by misfortunes. The mutual-aid capacity of the extended family doesn’t just apply to extraordinary cases such as sudden illness, unemployment, or death, but also to everyday matters such as taking care of the very young and the very old members of the family. We see this, for example, in the familiar case of grandparents caring for and instructing their grandchildren when the parents are at work or running errands. The extended family is like a company that provides health insurance, unemployment insurance, life insurance, childcare, and eldercare all in one and in which everyone on the board of directors loves you. Human and Social Capital The benefits hardly stop there. The extended family is also an engine of human and social capital, that is to say skills and connections that boost the career opportunities of its members. Imagine a young man, Smith, who in addition to his parents has a grandfather who runs a vineyard, another grandfather who’s a carpenter, an uncle who owns a mechanic shop, another uncle who’s a lawyer, an aunt who’s a nurse, and older cousins with their own occupations and businesses. To an outsider with no such relatives, each one of these occupational or entrepreneurial paths is to varying extents a black box. Is this the right path for me? What skills do I need? How do I get started? Who do I need to talk to? And so on. But for Smith, each of his relatives can provide an apprenticeship opportunity and be a fountain of insider knowledge and connections. The extended family members in question can offer advice, describe what the occupation is like, take him in as an intern and teach him the craft, recommend him for job openings, or hire him themselves. All of this can save Smith a world of time, money, and anxiety and missteps. According to Julia Fisher, the director of education research at the Clayton Christensen Institute, “Research shows that 70% of all jobs are not published publicly on jobs sites and as much as 80% of jobs are filled through personal and professional connections.” This shouldn’t come as much of a surprise. Parents pay large sums of money for their children to make the social connections provided by elite universities, for example. Having a devoted extended family presents many of the advantages of a vocational school, country club, or recruitment agency. Complementarity of Resources In a prior article I discussed how specialization and the division of labor make the family a powerful economic unit. Jörg Guido Hülsmann provides an insight about resource complementarity within the family that extends this analysis: The generations are also different; they also complement each other. Young people typically have a large work capacity and creativity, but less experience and money. The cooperation between the generations of a family is also favored by trust and affection that has grown over many years, which still has to be built up in relation to people who are not family members. The young and the old tend to have complementary resources within the family: energy and money, respectively. There may be plenty of people in the world ready to offer money to finance investments, and there may be plenty of people in the world ready to execute business plans once they have the money for it, but solving the coordination problem of bringing together these groups of people and fostering enough trust between them to breathe life into these potential investments is a herculean task. It’s part of the reason why there’s a multitrillion-dollar global banking industry. Within extended families, the fact that the young and the old develop affection toward, trust in, and knowledge of one another helps solve this resource coordination problem. Consequently, investment ideas become actual investments. Conclusion These benefits can’t be taken for granted, however. Merely having biological grandparents, aunts, uncles, cousins, etc. is not the same as being a part of a functioning extended family if this group of people is scattered across different states, or doesn’t labor to maintain warm relations and fulfill their reciprocal obligations toward one another. That’s up to us."
44,New York Politicians Have No Idea How to Fix the Subways,"The misery will continue for New York subway riders, who don’t understand how previous subway reforms have failed. State and city officials concede things will worsen. “There is no question our subways are in crisis after decades of underinvestment and inaction,” wrote New York City Comptroller Scott Stinger in a recent report. “The Metropolitan Transportation Authority (MTA),” writes New York State Comptroller Thomas DiNapoli in a report last year, “is facing its greatest challenge in decades.” Riders, he warned[,] “are abandoning the system for other transportation alternatives.” And the problems will continue for years. “Citing the MTA’s low debt service coverage in the near term and its challenging funding issues, Standard & Poor’s recently downgraded the MTA’s credit rating, which could lead to higher borrowing costs. Debt service is already projected to increase by 26 percent over the next four years, reaching nearly $3.3 billion by 2022,” according to the DiNapoli report. “Debt service,” DiNapoli wrote, “has been growing rapidly since the early 2000s.” Yet the red-ink woes of the government trains had been going on for many years before that. Stringer, who is critical of the subways but against any privatization, says bad subway service hurts the area’s economy. Losses range “from $170 million to $389 million” a year. And that was before the coronavirus crisis. Yet no state or city official says anything about bringing the private sector back into the subways. Its first lines were built by private companies, made lots of money, and helped clear slums in lower Manhattan as people were able to move to better neighborhoods. Yet the government-run subways, again on the verge of disaster, will follow the same solution even though it repeatedly failed over decades: More taxpayer money. Here’s what one subway historian wrote of the previous “give the subway more taxpayer money” plans: “If anything has emerged as a timeless and universal characterization of the New York Subway,” writes historian Brian Cudahy, “it is the endless search for some future salvation, some not realized resolution of its difficulties and cure for its ills. Plans are made, programs developed, goals established. But they never quite live up to their initial expectations, and a new cycle must begin.” Cudahy, who was also a former federal transit official, is against privatization. The MTA recently approved the biggest capital plan in the agency’s history; some $51 billion. MTA Managing Director Ronnie Hakim, promised that “enhancements” to the system would “improve the riders’ daily experience.” Dear Riders, Has Your Experience Improved? But most of this extra money, as the sad subway history repeats, will not be spent on better trains, but on servicing the huge amount of debt of the government agency running the system. For instance, how many people know that three separate Second Avenue Subway bond issues were approved over some 60 years—in the 1950s, 1960s, and recently under Gov. George Pataki—yet, in the case of the first two the money had to be spent on closing the subway deficit? As for the third bond issue, very little of the new line has been completed and who knows when this infamous Line—which was designed to replace the Second and Third Ave. els, which were taken down in the 1950s and 1960s—will ever be finished? Yet again the state agency that runs the subways, which in the 1960s replaced the city agency that made a mess of running them, says it is deep in the hole even with more money coming. The MTA, already in the midst of a new cash infusion, wants the federal government to provide billions more on top of that $51 billion, with service deteriorating and MTA officials saying the red ink could possibly lead to something I can’t recall ever threatened before in previous crises: Lines discontinued! Yet our political and media elites today have the same answer as 70 years ago: Give more money to this flawed system and ban the private sector. Actually, I would argue that, as with so many other failing government services in so much trouble, it is no longer a philosophical debate. Privatization is inevitable, given the messes created by decades of a government-run enterprise. Yet any privatization is verboten in New York’s increasingly socialist economy. Our leaders push various price controls. They are hostile to the privatization of anything. Impossibilities In the subways their opposition is based on a historical myth: “Private subways, private transportation companies, can never make money.” I have been told this many times. Is the private-transportation argument valid? No. The IRT [Interborough Rapid Transit Company] was a private management company that had a subway-franchise contract with the city. It built the first subways, which were considered “an engineering marvel” by Robert Caro in his biography of the controversial New York bureaucrat Robert Moses. “So superbly engineered and maintained had the system previously been that it took years for the systematic neglect to take its toll,” Caro wrote. But in the last decade or so of the IRT, the company that built the first subways did lose money and wanted to sell to the city. Why? The IRT, in its nearly 37 years of existence, was never permitted to raise the fare above a nickel. That fare was quickly and frequently raised once the city, and later the state, took over the subways. The use of price controls, along with punishing regulation, is the classic case of how socialism comes in the back door without anyone’s mentioning the word “Marx.” However, the journalists and political elites in our city either don’t know or want to hide some painful history about the subways. In the first 25 years or so of the IRT it made money—a lot of money. (By contrast, a government-run competing system, the IND [Independent Subway System], always lost money.) Indeed, in the IRT’s 1917 annual report, the transportation company reported net income of $23.2 million. That was an increase of about $1.5 million over the previous year. The IRT was also a good investment. It paid some $7 million in dividends, according to the annual financial report dated June 30, 1917. Profits and Dividends through Subway Operations? Yes. And even into the 1920s, when price controls and rising costs as a result of World War I squeezed profits, when the private operators sued to raise fares, the subways still made money. But the IRT could see problems coming. World War I had driven up costs and the nickel fare was insufficient. In a U.S. Supreme Court decision of 1929, Gilchrist v. IRT, a decision that affirmed that the five-cent fare couldn’t be raised to seven cents, court papers documented that the IRT was doing something that the government would never do: The IRT made money. “For the current fiscal year ended June 30, 1928, the figures for the first six months are available, and show a net surplus amounting to $3,687,000, which exceeds the surplus for the corresponding six months of the fiscal year before by $1,609,000.” However, after the IRT was repeatedly blocked from raising fares, the price-controlled subways lost money in the 1930s. Soon, we were on the track of a perpetual government-run system: It meant then what it means today and will always mean: Lose a lot and provide rotten service. But what if we continue down this same road of throwing more taxpayer geld down the sewer? More cutbacks and fare and tax increases will come in the current system as riders continue to suffer. Privatization is the only road back to the days when the subways were considered an engineering marvel. The subway system could and should be handed back over the private sector. It doesn’t have to be this way, a way in which people despair of having to ride this state-run nightmare. In fact, there was a time when the subways were great under a private management company. The people who run the city don’t want people to ever know that. They don’t want them to ever learn the true history of markets, which consistently provide better services than the government. They will then want—perhaps even demand—a privately owned, privately run subway system."
45,"Muslim neighbourhoods in British towns are ‘no-go areas’ for white people, new book claims","An academic who studied Muslim integration in Britain has revealed in a new book that women and children in some communities are subjected to Taliban-like rules, and non-Muslims face threats of violence. Ed Husain, professor at the Walsh School of Foreign Service in Georgetown University, visited mosques across Britain, speaking to businesses owners, imams and locals about life in predominantly Muslim neighbourhoods. He used his on-the-ground research to write a book, ‘Among The Mosques: A Journey Across Muslim Britain’, which is set for release next week. The Muslim author grew up in a Bangladeshi family in London and was radicalised in his youth before renouncing extremism. According to the professor, integration issues in the UK continue to persist. One man in Blackburn told Husain that “Asian” teengers repeatedly “jumped” his 12-year-old son simply for “being white.” Another local told the author that certain parts of the town had become “no-go areas.” Blackburn has the largest Muslim population in the UK outside of London, and is a major hub for ultra-orthodox Islamic sects. Husain also learned that one school in the town had barred girls from participating in swimming lessons, saying that it was inappropriate for them to be seen in bathing costumes. While visiting a bookstore in Blackburn, the author stumbled across several volumes advocating strict restrictions and dress codes for women, as well as copies of a book which argued that it is sinful to enjoy dancing and listening to music. The town also reportedly has restaurants that provide gender separation for their clientele. While visiting Bradford, Husain was amazed by how few white residents there were, and was reportedly told by a taxi driver that they had “gone with the wind.” He noted that mosques were on nearly every corner and that even private homes served as places of worship and religious schools. The professor also learned that some Muslim parents in the area had prohibited their children from going to drawing and dance lessons. An imam in the city confided that there was “widespread abuse of disabled children in the Muslim community,” and that parents were pocketing social welfare money while neglecting their children. In Didsbury, the author came across a sign for a local ‘Sharia Department’, which deals with marital issues and other disputes through the lens of Islamic law. He reported similar interactions and situations in places like Birmingham, Manchester and Glasgow. One woman told him that some Muslim communities in the UK had become a “different universe” from the rest of the country. Like other European countries, the UK has struggled with integrating immigrants from Muslim-majority nations, sparking concern about radicalisation. At the same time, reports suggest that there is a rise in anti-Muslim sentiment in the country. During Husain’s trip to Bradford, a local predicted that anti-Muslim sentiment could lead to “an apartheid city” within 30 years and give rise to Nazi-like political parties that would persecute immigrants."
46,Texas Bill Banning Tenets of Critical Race Theory and Action Civics Sent to Governor,"The Texas legislature has approved a bill that would ban the teaching of concepts associated with Critical Race Theory and “action civics.” The bill has now been sent to Gov. Greg Abbott (R). In an interview with Yahoo News published Friday, Texas state Rep. Steve Toth (R), the primary author of House Bill 3979, said the bill is in keeping with the message of Dr. Martin Luther King, Jr. “This bill is a direct reflection of the 1964 Civil Rights Act,” Toth said. “It echoes Dr. King’s wish that we should judge people on the content of their character, not their skin.” The bill prohibits teachers from discussing concepts related to Critical Race Theory (CRT), a Marxist philosophy that embraces the notion that all social and cultural issues should be viewed through the lens of race. The legislation particularly bans teaching or discussing the ideas that “one race or sex is inherently superior to another race or sex,” or that “an individual, by virtue of the individuals’ race or sex, bears responsibility for actions committed in the past by other members of the same race or sex.” The bill prohibits teaching that “an individual should feel discomfort, guilt, anguish, or any other form of psychological distress on account of the individual ’s race or sex.” Additionally, the measure states teachers cannot be forced to discuss current events in their classes. If they do so, they must “strive to explore the topic from diverse and contending perspectives without giving deference to any one perspective.” “The more people learn about critical race theory, whether Republican or Democrat, the more they oppose it,” Toth said. In another interview with the Houston Chronicle, Toth said CRT is “about profiling our children to promote strife and anger at one another and hatred.” The Texas lawmaker said that while the name of Critical Race Theory does not appear in the bill, what it prohibits are “prejudicial things that were outlawed in the 1964 Civil Rights movement, like discriminating against someone because of their race or sex.” Read more."
47,Pastor Jesse Lee Peterson Calls For U.S. To Celebrate ‘White History Month’ Instead Of ‘Perverted’ Pride Month,"Pastor Jesse Lee Peterson appeared on the One America News network this week to discuss Christianity and morality, and infuriated left-wing activists on social media by stating that Americans should learn more about White history, and celebrate White history month instead of “so-called gay pride” during the summer. “You know, I started the white history month in July. This is our fourth year coming up where we’re celebrating white history,” Peterson said. “And what I’ve noticed that in America, a country that was founded by white people and created by white people, one of the greatest country on this side of heaven. And so white people — invited all these other — allowed all this other stuff to happen but you can celebrate everything but white history. We must remember white history, because if it wasn’t for that, there would be no America.” OAN guest says people should celebrate “white history month” instead of “perverted” LGBTQ Pride, decries that people are “afraid to even mention white history” pic.twitter.com/6Ph4VVMVuS— Brennan Suen (@brennansuen) June 2, 2021 The pastor continued, “And so they got Black history, women history, Mexican history, so-called gay pride. What’s happy about being perverted? There’s nothing good about that, living in sin, right? And — but we celebrate — I don’t — but they celebrate that. But when it comes to white history they’re afraid to even mention white history. But we got to bring that back because that’s who made America great. We got to show our appreciation.” As National File previously reported, Peterson has celebrated White history month every year during the month of July."
